Line_SumCount	Line_Count_Ratio	Line_N	Line_N_Ratio	Line_MaxCount	Line_MeanCount	Line
2	0.002219756	1	0.002247191	2	2	0
2	0.002219756	1	0.002247191	2	2	0
4	0.021978022	2	0.021978022	2	2	0
4	0.020618557	2	0.020618557	2	2	0
4	0.032786885	2	0.032786885	2	2	0
4	0.02173913	2	0.02173913	2	2	0
8	0.082474227	4	0.085106383	2	2	0
4	0.041237113	2	0.042553191	2	2	0
4	0.041237113	2	0.042553191	2	2	0
16	0.02359882	8	0.027027027	2	2	0
12	0.017699115	6	0.02027027	2	2	0
10	0.014749263	5	0.016891892	2	2	0
2	0.002949853	1	0.003378378	2	2	0
2	0.002949853	1	0.003378378	2	2	0
2	0.002949853	1	0.003378378	2	2	0
3	0.01171875	1	0.008333333	3	3	0
2	0.0078125	1	0.008333333	2	2	0
2	0.0078125	1	0.008333333	2	2	0
4	0.022988506	2	0.022988506	2	2	0
4	0.020833333	2	0.021052632	2	2	0
4	0.020833333	2	0.021052632	2	2	0
4	0.285714286	2	0.285714286	2	2	0
4	0.285714286	2	0.285714286	2	2	0
4	0.043956044	2	0.0625	2	2	0
10	0.004180602	5	0.004205214	2	2	0
14	0.004514673	7	0.004569191	2	2	0
14	0.004514673	7	0.004569191	2	2	0
24	0.006988934	12	0.007561437	2	2	0
14	0.004076878	7	0.004410838	2	2	0
12	0.003494467	6	0.003780718	2	2	0
12	0.003494467	3	0.001890359	7	4	0
3	0.000873617	1	0.00063012	3	3	0
3	0.000873617	1	0.00063012	3	3	0
3	0.000873617	1	0.00063012	3	3	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
2	0.000582411	1	0.00063012	2	2	0
8	0.170212766	2	0.133333333	5	4	0
9	0.031358885	3	0.031914894	3	3	0
6	0.5	2	0.5	3	3	0
6	0.5	2	0.5	3	3	0
6	0.5	2	0.5	3	3	0
6	0.5	2	0.5	3	3	0
6	0.5	2	0.5	3	3	0
6	0.5	2	0.5	3	3	0
6	0.5	2	0.5	3	3	0
10	0.003472222	4	0.00279916	4	2.5	0
10	0.003472222	4	0.00279916	4	2.5	0
10	0.003472222	5	0.00349895	2	2	0
10	0.003472222	5	0.00349895	2	2	0
8	0.007984032	3	0.006048387	3	2.666666667	0
8	0.007984032	3	0.006048387	3	2.666666667	0
8	0.007984032	3	0.006048387	3	2.666666667	0
8	0.007984032	3	0.006048387	3	2.666666667	0
20	0.009328358	10	0.009823183	2	2	0
14	0.006529851	7	0.006876228	2	2	0
10	0.004664179	5	0.004911591	2	2	0
8	0.003731343	4	0.003929273	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
2	0.000932836	1	0.000982318	2	2	0
13	0.012584705	6	0.013574661	3	2.166666667	0
12	0.011616651	6	0.013574661	2	2	0
2	0.001936108	1	0.002262443	2	2	0
2	0.001936108	1	0.002262443	2	2	0
3	0.02970297	1	0.04	3	3	0
8	0.363636364	4	0.363636364	2	2	0
8	0.363636364	4	0.363636364	2	2	0
8	0.363636364	4	0.363636364	2	2	0
8	0.363636364	4	0.363636364	2	2	0
8	0.363636364	4	0.363636364	2	2	0
8	0.363636364	4	0.363636364	2	2	0
8	0.363636364	4	0.363636364	2	2	0
8	0.363636364	4	0.363636364	2	2	0
8	0.363636364	4	0.363636364	2	2	0
92	0.469387755	45	0.46875	3	2.044444444	0
6	0.030612245	3	0.03125	2	2	0
6	0.030612245	3	0.03125	2	2	0
4	0.020408163	2	0.020833333	2	2	0
4	0.020408163	2	0.020833333	2	2	0
4	0.020408163	2	0.020833333	2	2	0
2	0.010204082	1	0.010416667	2	2	0
19	0.003740894	3	0.002425222	8	6.333333333	0
15	0.002953337	4	0.00323363	4	3.75	0
11	0.002165781	2	0.001616815	6	5.5	0
6	0.001181335	1	0.000808407	6	6	0
4	0.000787557	1	0.000808407	4	4	0
4	0.000787557	1	0.000808407	4	4	0
4	0.000787557	1	0.000808407	4	4	0
3	0.000590667	1	0.000808407	3	3	0
3	0.000590667	1	0.000808407	3	3	0
3	0.000590667	1	0.000808407	3	3	0
3	0.000590667	1	0.000808407	3	3	0
3	0.000590667	1	0.000808407	3	3	0
10	0.027777778	5	0.028089888	2	2	0
8	0.022222222	4	0.02247191	2	2	0
8	0.022222222	4	0.02247191	2	2	0
8	0.022222222	4	0.02247191	2	2	0
2	0.005555556	1	0.005617978	2	2	0
2	0.005555556	1	0.005617978	2	2	0
10	0.005543237	5	0.005592841	2	2	0
4	0.05	2	0.058823529	2	2	0
16	0.008355091	8	0.008528785	2	2	0
12	0.006266319	6	0.006396588	2	2	0
4	0.035087719	2	0.035087719	2	2	0
20	0.01001001	10	0.01019368	2	2	0
16	0.008008008	8	0.008154944	2	2	0
16	0.008008008	8	0.008154944	2	2	0
16	0.008008008	8	0.008154944	2	2	0
14	0.007007007	7	0.007135576	2	2	0
14	0.007007007	7	0.007135576	2	2	0
14	0.007007007	7	0.007135576	2	2	0
14	0.007007007	7	0.007135576	2	2	0
14	0.007007007	7	0.007135576	2	2	0
12	0.006006006	6	0.006116208	2	2	0
12	0.006006006	6	0.006116208	2	2	0
10	0.005005005	5	0.00509684	2	2	0
10	0.005005005	5	0.00509684	2	2	0
10	0.005005005	5	0.00509684	2	2	0
10	0.005005005	5	0.00509684	2	2	0
10	0.005005005	5	0.00509684	2	2	0
18	0.026745914	9	0.027272727	2	2	0
4	0.5	2	0.5	2	2	0
4	0.045454545	2	0.060606061	2	2	0
4	0.045454545	2	0.060606061	2	2	0
4	0.148148148	2	0.166666667	2	2	0
4	0.148148148	2	0.166666667	2	2	0
4	0.666666667	2	0.666666667	2	2	0
10	0.026525199	5	0.02688172	2	2	0
8	0.007820137	3	0.006024096	3	2.666666667	0
4	0.048780488	2	0.048780488	2	2	0
4	0.041666667	2	0.042553191	2	2	0
4	0.043956044	2	0.044444444	2	2	0
4	0.043956044	2	0.044444444	2	2	0
6	0.023255814	3	0.0234375	2	2	0
4	0.024390244	2	0.024691358	2	2	0
4	0.025157233	2	0.025641026	2	2	0
4	0.02173913	2	0.021978022	2	2	0
36	0.010978957	18	0.011117974	2	2	0
16	0.004879536	8	0.004941322	2	2	0
14	0.004269594	7	0.004323657	2	2	0
14	0.004269594	7	0.004323657	2	2	0
14	0.004269594	7	0.004323657	2	2	0
14	0.004269594	7	0.004323657	2	2	0
12	0.003659652	6	0.003705991	2	2	0
12	0.003659652	6	0.003705991	2	2	0
12	0.003659652	6	0.003705991	2	2	0
12	0.003659652	6	0.003705991	2	2	0
12	0.003659652	6	0.003705991	2	2	0
14	0.007364545	7	0.007470651	2	2	0
12	0.006312467	6	0.006403415	2	2	0
10	0.005260389	5	0.005336179	2	2	0
10	0.003878976	4	0.003117693	4	2.5	0
10	0.003878976	5	0.003897116	2	2	0
4	0.032520325	2	0.032786885	2	2	0
9	0.157894737	3	0.157894737	3	3	0
28	0.018087855	14	0.018741633	2	2	0
24	0.015503876	12	0.016064257	2	2	0
20	0.012919897	10	0.013386881	2	2	0
18	0.011627907	9	0.012048193	2	2	0
18	0.011627907	9	0.012048193	2	2	0
16	0.010335917	8	0.010709505	2	2	0
16	0.010335917	8	0.010709505	2	2	0
16	0.010335917	8	0.010709505	2	2	0
14	0.009043928	7	0.009370817	2	2	0
14	0.009043928	7	0.009370817	2	2	0
12	0.007751938	6	0.008032129	2	2	0
12	0.007751938	6	0.008032129	2	2	0
12	0.007751938	6	0.008032129	2	2	0
12	0.007751938	6	0.008032129	2	2	0
10	0.006459948	4	0.005354752	3	2.5	0
10	0.006459948	5	0.00669344	2	2	0
10	0.006459948	5	0.00669344	2	2	0
10	0.006459948	5	0.00669344	2	2	0
10	0.006459948	5	0.00669344	2	2	0
10	0.006459948	5	0.00669344	2	2	0
10	0.006459948	5	0.00669344	2	2	0
2	0.00129199	1	0.001338688	2	2	0
2	0.00129199	1	0.001338688	2	2	0
2	0.00129199	1	0.001338688	2	2	0
2	0.00129199	1	0.001338688	2	2	0
2	0.00129199	1	0.001338688	2	2	0
2	0.00129199	1	0.001338688	2	2	0
2	0.00129199	1	0.001338688	2	2	0
2	0.00129199	1	0.001338688	2	2	0
20	0.006915629	10	0.006997901	2	2	0
18	0.006224066	9	0.006298111	2	2	0
14	0.004840941	7	0.00489853	2	2	0
12	0.004149378	6	0.00419874	2	2	0
12	0.004149378	6	0.00419874	2	2	0
12	0.004149378	6	0.00419874	2	2	0
26	0.01674179	13	0.017615176	2	2	0
24	0.01545396	12	0.016260163	2	2	0
20	0.0128783	10	0.013550136	2	2	0
18	0.01159047	9	0.012195122	2	2	0
18	0.01159047	9	0.012195122	2	2	0
16	0.01030264	8	0.010840108	2	2	0
16	0.01030264	8	0.010840108	2	2	0
14	0.00901481	7	0.009485095	2	2	0
12	0.00772698	6	0.008130081	2	2	0
12	0.00772698	6	0.008130081	2	2	0
12	0.00772698	6	0.008130081	2	2	0
12	0.00772698	6	0.008130081	2	2	0
12	0.00772698	6	0.008130081	2	2	0
10	0.00643915	5	0.006775068	2	2	0
10	0.00643915	5	0.006775068	2	2	0
10	0.00643915	5	0.006775068	2	2	0
10	0.00643915	5	0.006775068	2	2	0
10	0.00643915	5	0.006775068	2	2	0
10	0.00643915	5	0.006775068	2	2	0
10	0.00643915	5	0.006775068	2	2	0
10	0.00643915	5	0.006775068	2	2	0
10	0.00643915	5	0.006775068	2	2	0
10	0.00643915	5	0.006775068	2	2	0
4	0.133333333	2	0.133333333	2	2	0
18	0.008862629	6	0.009049774	3	3	0
15	0.007385524	5	0.007541478	3	3	0
13	0.006400788	4	0.006033183	4	3.25	0
12	0.005908419	4	0.006033183	3	3	0
12	0.005908419	4	0.006033183	3	3	0
12	0.005908419	4	0.006033183	3	3	0
12	0.005908419	4	0.006033183	3	3	0
11	0.005416051	3	0.004524887	5	3.666666667	0
10	0.004923683	3	0.004524887	4	3.333333333	0
10	0.004923683	3	0.004524887	4	3.333333333	0
10	0.004923683	3	0.004524887	4	3.333333333	0
10	0.004923683	3	0.004524887	4	3.333333333	0
14	0.006893156	4	0.006033183	5	3.5	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
9	0.004431315	3	0.004524887	3	3	0
8	0.003938946	2	0.003016591	5	4	0
8	0.003938946	2	0.003016591	5	4	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
7	0.003446578	2	0.003016591	4	3.5	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
6	0.00295421	2	0.003016591	3	3	0
10	0.057803468	5	0.058139535	2	2	0
6	0.034682081	3	0.034883721	2	2	0
6	0.034682081	3	0.034883721	2	2	0
6	0.034682081	3	0.034883721	2	2	0
6	0.034682081	3	0.034883721	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
32	0.008249549	16	0.008625337	2	2	0
22	0.005671565	11	0.005929919	2	2	0
22	0.005671565	11	0.005929919	2	2	0
22	0.005671565	11	0.005929919	2	2	0
22	0.005671565	11	0.005929919	2	2	0
20	0.005155968	10	0.005390836	2	2	0
18	0.004640371	9	0.004851752	2	2	0
18	0.004640371	9	0.004851752	2	2	0
16	0.004124774	8	0.004312668	2	2	0
16	0.004124774	8	0.004312668	2	2	0
14	0.003609178	7	0.003773585	2	2	0
14	0.003609178	7	0.003773585	2	2	0
12	0.003093581	6	0.003234501	2	2	0
12	0.003093581	6	0.003234501	2	2	0
12	0.003093581	6	0.003234501	2	2	0
12	0.003093581	6	0.003234501	2	2	0
12	0.003093581	6	0.003234501	2	2	0
12	0.003093581	6	0.003234501	2	2	0
12	0.003093581	6	0.003234501	2	2	0
12	0.003093581	6	0.003234501	2	2	0
12	0.003093581	6	0.003234501	2	2	0
4	0.021978022	2	0.021978022	2	2	0
14	0.007345226	7	0.007518797	2	2	0
13	0.006820567	6	0.006444683	3	2.166666667	0
12	0.006295908	6	0.006444683	2	2	0
12	0.006295908	6	0.006444683	2	2	0
12	0.006295908	6	0.006444683	2	2	0
12	0.006295908	6	0.006444683	2	2	0
11	0.005771249	5	0.005370569	3	2.2	0
10	0.00524659	4	0.004296455	3	2.5	0
10	0.00524659	5	0.005370569	2	2	0
28	0.014690451	13	0.01396348	3	2.153846154	0
14	0.007345226	6	0.006444683	3	2.333333333	0
4	0.002098636	2	0.002148228	2	2	0
2	0.001049318	1	0.001074114	2	2	0
2	0.001049318	1	0.001074114	2	2	0
2	0.001049318	1	0.001074114	2	2	0
2	0.001049318	1	0.001074114	2	2	0
2	0.001049318	1	0.001074114	2	2	0
2	0.001049318	1	0.001074114	2	2	0
2	0.001049318	1	0.001074114	2	2	0
2	0.001049318	1	0.001074114	2	2	0
16	0.016177958	8	0.016427105	2	2	0
18	0.040540541	9	0.041474654	2	2	0
16	0.036036036	8	0.036866359	2	2	0
14	0.031531532	7	0.032258065	2	2	0
12	0.027027027	6	0.02764977	2	2	0
10	0.022522523	5	0.023041475	2	2	0
10	0.022522523	5	0.023041475	2	2	0
10	0.022522523	5	0.023041475	2	2	0
10	0.022522523	5	0.023041475	2	2	0
4	0.028368794	2	0.028571429	2	2	0
12	0.032608696	6	0.032608696	2	2	0
24	0.052173913	12	0.053097345	2	2	0
14	0.005681818	7	0.005756579	2	2	0
12	0.00487013	6	0.004934211	2	2	0
12	0.00487013	6	0.004934211	2	2	0
12	0.00487013	6	0.004934211	2	2	0
10	0.004058442	5	0.004111842	2	2	0
10	0.004058442	5	0.004111842	2	2	0
10	0.004058442	5	0.004111842	2	2	0
10	0.004058442	5	0.004111842	2	2	0
4	0.333333333	2	0.333333333	2	2	0
38	0.007124109	19	0.007515823	2	2	0
34	0.006374203	17	0.006724684	2	2	0
28	0.005249344	14	0.005537975	2	2	0
24	0.004499438	12	0.004746835	2	2	0
22	0.004124484	11	0.004351266	2	2	0
20	0.003749531	10	0.003955696	2	2	0
18	0.003374578	9	0.003560127	2	2	0
16	0.002999625	8	0.003164557	2	2	0
16	0.002999625	8	0.003164557	2	2	0
16	0.002999625	8	0.003164557	2	2	0
16	0.002999625	8	0.003164557	2	2	0
14	0.002624672	7	0.002768987	2	2	0
14	0.002624672	7	0.002768987	2	2	0
14	0.002624672	7	0.002768987	2	2	0
14	0.002624672	7	0.002768987	2	2	0
14	0.002624672	7	0.002768987	2	2	0
14	0.002624672	7	0.002768987	2	2	0
14	0.002624672	7	0.002768987	2	2	0
12	0.002249719	6	0.002373418	2	2	0
12	0.002249719	6	0.002373418	2	2	0
12	0.002249719	6	0.002373418	2	2	0
12	0.002249719	6	0.002373418	2	2	0
12	0.002249719	6	0.002373418	2	2	0
12	0.002249719	6	0.002373418	2	2	0
12	0.002249719	6	0.002373418	2	2	0
12	0.002249719	6	0.002373418	2	2	0
12	0.002249719	6	0.002373418	2	2	0
6	0.032608696	3	0.032608696	2	2	0
4	0.02173913	2	0.02173913	2	2	0
6	0.048780488	3	0.049180328	2	2	0
4	0.032520325	2	0.032786885	2	2	0
4	0.032520325	2	0.032786885	2	2	0
22	0.056122449	11	0.056410256	2	2	0
14	0.035714286	7	0.035897436	2	2	0
8	0.020408163	4	0.020512821	2	2	0
8	0.020408163	4	0.020512821	2	2	0
8	0.020408163	4	0.020512821	2	2	0
8	0.020408163	4	0.020512821	2	2	0
22	0.037351443	11	0.037931034	2	2	0
12	0.020373514	6	0.020689655	2	2	0
12	0.020373514	6	0.020689655	2	2	0
10	0.016977929	5	0.017241379	2	2	0
10	0.016977929	5	0.017241379	2	2	0
6	0.076923077	3	0.076923077	2	2	0
6	0.076923077	3	0.076923077	2	2	0
6	0.076923077	3	0.076923077	2	2	0
6	0.076923077	3	0.076923077	2	2	0
6	0.076923077	3	0.076923077	2	2	0
6	0.076923077	3	0.076923077	2	2	0
6	0.076923077	3	0.076923077	2	2	0
6	0.076923077	3	0.076923077	2	2	0
4	0.051282051	2	0.051282051	2	2	0
4	0.051282051	2	0.051282051	2	2	0
4	0.051282051	2	0.051282051	2	2	0
2	0.025641026	1	0.025641026	2	2	0
2	0.025641026	1	0.025641026	2	2	0
4	0.025477707	2	0.025641026	2	2	0
22	0.013690106	11	0.015449438	2	2	0
16	0.009956441	8	0.011235955	2	2	0
14	0.008711886	7	0.009831461	2	2	0
14	0.008711886	7	0.009831461	2	2	0
14	0.008711886	7	0.009831461	2	2	0
12	0.00746733	6	0.008426966	2	2	0
12	0.00746733	6	0.008426966	2	2	0
10	0.006222775	5	0.007022472	2	2	0
10	0.006222775	5	0.007022472	2	2	0
10	0.006222775	5	0.007022472	2	2	0
10	0.006222775	5	0.007022472	2	2	0
10	0.006222775	5	0.007022472	2	2	0
10	0.006222775	5	0.007022472	2	2	0
8	0.046242775	4	0.046511628	2	2	0
6	0.034682081	3	0.034883721	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.023121387	2	0.023255814	2	2	0
4	0.04494382	2	0.045454545	2	2	0
4	0.04494382	2	0.045454545	2	2	0
4	0.04494382	2	0.045454545	2	2	0
4	0.04494382	2	0.045454545	2	2	0
4	0.04494382	2	0.045454545	2	2	0
12	0.181818182	6	0.181818182	2	2	0
6	0.090909091	3	0.090909091	2	2	0
6	0.090909091	3	0.090909091	2	2	0
4	0.060606061	2	0.060606061	2	2	0
4	0.060606061	2	0.060606061	2	2	0
21	0.015742129	7	0.016055046	3	3	0
21	0.015742129	7	0.016055046	3	3	0
15	0.011244378	5	0.01146789	3	3	0
12	0.008995502	4	0.009174312	3	3	0
12	0.008995502	4	0.009174312	3	3	0
12	0.008995502	4	0.009174312	3	3	0
3	0.002248876	1	0.002293578	3	3	0
3	0.002248876	1	0.002293578	3	3	0
3	0.002248876	1	0.002293578	3	3	0
3	0.002248876	1	0.002293578	3	3	0
3	0.002248876	1	0.002293578	3	3	0
4	0.030769231	2	0.030769231	2	2	0
4	0.030769231	2	0.030769231	2	2	0
4	0.030769231	2	0.030769231	2	2	0
4	0.030769231	2	0.030769231	2	2	0
4	0.030769231	2	0.030769231	2	2	0
13	0.007531866	4	0.007017544	4	3.25	0
12	0.006952491	4	0.007017544	3	3	0
12	0.006952491	4	0.007017544	3	3	0
